Az ingatlan helye,"Családi ház átlagár, ezer Ft/m²",Családi ház átlagár darab,"Többlakásos társasház átlagár, ezer Ft/m²",Többlakásos társasház darab,"Lakótelepi panel átlagár, ezer Ft/m²",Lakótelepi panel darab,"Lakások összesen átlagár, ezer Ft/m²",Lakások összesen darab,"Lakások összesen relatív szórás, %",Év,Kerület
Kalap utca,,,827.0,8.0,,,827,8,14,2022,3
Kaszásdűlő utca,,,,,795.0,13.0,795,13,13,2022,3
Kazal utca,,,992.0,3.0,,,992,3,15,2022,3
Kenyeres utca,,,910.0,8.0,,,910,8,19,2022,3
Kerék utca,,,,,694.0,27.0,693,28,23,2022,3
Királylaki út,,,1226.0,5.0,,,1137,6,29,2022,3
Királyok útja,,,1006.0,9.0,875.0,6.0,953,15,20,2022,3
Kiscelli utca,,,975.0,10.0,775.0,14.0,859,24,19,2022,3
Kiskorona utca,,,,,701.0,23.0,701,23,18,2022,3
Kocsis Sándor út,,,1502.0,3.0,,,1502,3,41,2022,3
Kolosy tér,,,688.0,4.0,,,688,4,27,2022,3
Kórház utca,,,,,813.0,10.0,821,11,14,2022,3
Kunigunda útja,,,1208.0,3.0,,,1208,3,12,2022,3
Lajos utca,,,1144.0,42.0,754.0,29.0,985,71,29,2022,3
Lángliliom utca,,,1108.0,7.0,,,1108,7,16,2022,3
Lestyán utca,,,1043.0,3.0,,,1043,3,10,2022,3
Lőpormalom utca,,,,,925.0,5.0,925,5,5,2022,3
Lukács György utca,,,,,725.0,26.0,725,26,25,2022,3
Madzsar József utca,,,,,875.0,20.0,875,20,18,2022,3
Malomkerék utca,,,,,845.0,4.0,845,4,8,2022,3
Margitliget utca,,,,,801.0,13.0,801,13,18,2022,3
Matróz utca,,,,,750.0,4.0,750,4,9,2022,3
Meggyfa utca,,,981.0,11.0,,,981,11,17,2022,3
Miklós utca,,,,,636.0,13.0,636,13,26,2022,3
Nagyszombat utca,,,857.0,12.0,,,857,12,19,2022,3
Nánási út,,,1175.0,14.0,856.0,5.0,1091,19,26,2022,3
Naplemente utca,1210.0,3.0,,,,,1210,3,46,2022,3
Orbán Balázs út,,,,,898.0,7.0,851,9,19,2022,3
Őrlő utca,,,,,959.0,12.0,959,12,18,2022,3
Őszike utca,,,,,835.0,4.0,835,4,5,2022,3
Pablo Neruda utca,,,,,660.0,10.0,660,10,17,2022,3
Pacsirtamező utca,,,904.0,34.0,729.0,6.0,877,40,20,2022,3
Polgár utca,,,,,694.0,8.0,654,9,23,2022,3
Pozsonyi utca,,,886.0,3.0,,,886,3,16,2022,3
Prés utca,,,1045.0,3.0,,,1045,3,10,2022,3
Pünkösdfürdő utca,,,1098.0,23.0,,,1098,23,19,2022,3
Pusztakúti út,,,1141.0,7.0,,,1141,7,20,2022,3
Raktár utca,,,888.0,13.0,719.0,19.0,788,32,18,2022,3
Rozália utca,,,1332.0,3.0,,,1332,3,29,2022,3
San Marco utca,,,1035.0,17.0,,,1035,17,22,2022,3
Sarkadi Imre utca,,,,,617.0,9.0,617,9,9,2022,3
Selmeci utca,,,881.0,8.0,,,881,8,16,2022,3
Silvanus sétány,,,,,956.0,10.0,956,10,28,2022,3
Solymár utca,,,,,770.0,9.0,770,9,12,2022,3
Sramli utca,,,,,786.0,7.0,786,7,14,2022,3
Szél utca,,,916.0,19.0,719.0,10.0,848,29,22,2022,3
Szellő utca,,,,,789.0,4.0,789,4,15,2022,3
Szentendrei út,,,713.0,6.0,756.0,78.0,753,84,19,2022,3
Szépvölgyi út,,,1448.0,13.0,,,1448,13,37,2022,3
Szérűskert utca,,,,,877.0,8.0,877,8,26,2022,3
Szilke utca,,,,,645.0,5.0,645,5,9,2022,3
Szindbád utca,,,,,790.0,18.0,790,18,17,2022,3
Szőlő köz,,,,,850.0,6.0,850,6,16,2022,3
Szőlő utca,,,928.0,18.0,775.0,29.0,834,47,18,2022,3
Szomolnok utca,,,880.0,4.0,,,880,4,17,2022,3
Táborhegyi út,,,1287.0,12.0,,,1287,12,14,2022,3
Tarhos utca,,,,,,,1222,4,20,2022,3
Tavasz utca,,,717.0,4.0,,,717,4,31,2022,3
Tímár utca,,,948.0,23.0,,,948,23,16,2022,3
Toboz utca,,,1124.0,4.0,,,1124,4,5,2022,3
Tompa Mihály utca,,,888.0,3.0,,,888,3,22,2022,3
Torma Károly utca,,,,,855.0,5.0,855,5,9,2022,3
Tündérliget utca,,,893.0,3.0,,,893,3,60,2022,3
Újliget sétány,,,1085.0,4.0,,,1085,4,7,2022,3
Uszály utca,,,725.0,3.0,,,725,3,45,2022,3
Váradi utca,,,1002.0,8.0,757.0,6.0,897,14,21,2022,3
Veder utca,,,,,854.0,3.0,854,3,19,2022,3
Végvár utca,,,964.0,4.0,,,964,4,10,2022,3
Velence utca,,,777.0,3.0,,,777,3,13,2022,3
Viador utca,,,929.0,6.0,,,929,6,19,2022,3
Virág Benedek utca,,,1314.0,4.0,,,1314,4,50,2022,3
Vitorla utca,,,,,975.0,5.0,975,5,11,2022,3
Vízimalom sétány,,,,,1044.0,4.0,1044,4,13,2022,3
Vízimolnár utca,,,,,855.0,28.0,855,28,17,2022,3
Víziorgona utca,,,,,696.0,11.0,696,11,10,2022,3
Vöröskereszt utca,,,,,700.0,3.0,700,3,8,2022,3
Vörösvári út,,,,,695.0,29.0,695,29,18,2022,3
Zab utca,,,,,1027.0,5.0,1030,6,19,2022,3
Zápor utca,,,940.0,17.0,766.0,12.0,868,29,22,2022,3
Zemplén Győző utca,,,,,614.0,5.0,614,5,36,2022,3
Zsirai Miklós utca,,,,,664.0,24.0,664,24,11,2022,3
Zsófia utca,,,,,,,745,4,40,2022,3
együtt,977.0,80.0,1014.0,700.0,749.0,1051.0,860,1831,30,2022,3
Ambrus Zoltán utca,,,535.0,4.0,,,484,5,30,2022,4
Anonymus utca,,,709.0,3.0,,,709,3,9,2022,4
Aradi utca,,,980.0,4.0,760.0,26.0,789,30,20,2022,4
Árpád út,,,768.0,38.0,731.0,17.0,756,55,23,2022,4
Attila utca,,,748.0,20.0,,,744,21,28,2022,4
Bagaria utca,,,861.0,4.0,,,861,4,10,2022,4
Bárdos Artúr utca,,,,,711.0,10.0,711,10,19,2022,4
Baross utca,,,653.0,9.0,,,653,9,25,2022,4
Báthory utca,,,662.0,7.0,,,662,7,19,2022,4
Béla utca,,,882.0,4.0,,,882,4,20,2022,4
Berda József utca,,,788.0,4.0,742.0,24.0,749,28,23,2022,4
Berzeviczy Gergely utca,,,568.0,7.0,,,568,7,44,2022,4
Bocskai utca,,,618.0,6.0,,,618,6,38,2022,4
Bőröndös utca,,,,,692.0,18.0,692,18,16,2022,4
Bródy Imre utca,,,651.0,5.0,,,651,5,5,2022,4
Chinoin utca,,,818.0,3.0,,,818,3,16,2022,4
Cserző utca,,,,,676.0,3.0,676,3,16,2022,4
Csíksomlyó utca,,,987.0,12.0,,,987,12,14,2022,4
Csokonai utca,,,725.0,11.0,,,701,12,29,2022,4
Deák Ferenc utca,,,861.0,4.0,681.0,17.0,715,21,18,2022,4
Dugonics utca,,,,,625.0,7.0,617,9,18,2022,4
Dunakeszi utca,,,,,886.0,3.0,886,3,10,2022,4
Erdősor út,,,631.0,19.0,,,631,19,9,2022,4
Erkel Gyula utca,,,820.0,7.0,,,820,7,18,2022,4
Erzsébet utca,,,,,704.0,36.0,714,38,25,2022,4
Ezred utca,,,803.0,12.0,,,803,12,8,2022,4
Farkaserdő utca,,,,,767.0,14.0,766,15,13,2022,4
Fiumei út,,,923.0,3.0,,,923,3,14,2022,4
Fóti út,,,672.0,5.0,,,612,7,20,2022,4
Galopp utca,,,,,568.0,7.0,568,7,18,2022,4
Görgey Artúr út,,,729.0,9.0,,,729,9,24,2022,4
Gyertyaláng utca,,,809.0,9.0,,,809,9,25,2022,4
Hajló utca,,,,,642.0,15.0,642,15,13,2022,4
Homoktövis utca,,,975.0,14.0,,,975,14,8,2022,4
Intarzia utca,,,,,673.0,10.0,673,10,8,2022,4
Irányi Dániel utca,,,742.0,7.0,,,742,7,18,2022,4
István út,,,,,776.0,4.0,776,4,23,2022,4
Istvántelki út,,,,,714.0,7.0,727,9,24,2022,4
Izzó utca,,,630.0,4.0,,,630,4,25,2022,4
Járműtelep utca,,,877.0,3.0,696.0,3.0,786,6,21,2022,4
József Attila utca,,,846.0,17.0,,,843,19,25,2022,4
Julianus barát utca,,,,,,,769,3,24,2022,4
Káposztásmegyeri út,,,666.0,14.0,,,666,14,9,2022,4
Károlyi István utca,,,801.0,19.0,,,801,19,29,2022,4
Kassai utca,,,907.0,10.0,712.0,32.0,759,42,29,2022,4
Kordován tér,,,,,747.0,29.0,747,29,19,2022,4
Kőrösbánya utca,,,976.0,3.0,,,976,3,7,2022,4
Külső Szilágyi út,,,,,673.0,22.0,673,22,18,2022,4
Labdarúgó utca,,,674.0,3.0,,,679,4,17,2022,4
Laborfalvi Róza utca,,,,,872.0,8.0,878,9,18,2022,4
Lahner György utca,,,845.0,5.0,,,845,5,24,2022,4
Lakkozó utca,,,,,718.0,14.0,718,14,15,2022,4
Langlet Waldemár utca,,,548.0,4.0,,,548,4,30,2022,4
Lebstück Mária utca,,,1039.0,4.0,761.0,25.0,799,29,21,2022,4
Liszt Ferenc utca,,,,,,,680,3,35,2022,4
Lőrinc utca,,,707.0,11.0,,,707,11,23,2022,4
Lóverseny tér,,,,,614.0,5.0,614,5,12,2022,4
Lőwy Izsák utca,,,747.0,4.0,,,747,4,7,2022,4
Megyeri út,,,865.0,6.0,689.0,14.0,742,20,19,2022,4
Munkásotthon utca,,,699.0,5.0,774.0,35.0,764,40,22,2022,4
Nádasdy Kálmán utca,,,,,597.0,11.0,597,11,33,2022,4
Nádor utca,,,615.0,7.0,,,615,7,20,2022,4
Nap utca,,,664.0,5.0,,,664,5,27,2022,4
Nyár utca,,,460.0,7.0,706.0,47.0,674,54,28,2022,4
Óceánárok utca,,,,,626.0,4.0,626,4,5,2022,4
Ősz utca,,,,,679.0,3.0,689,4,14,2022,4
Pácoló utca,,,,,727.0,7.0,727,7,16,2022,4
Perényi Zsigmond utca,,,671.0,29.0,,,671,29,23,2022,4
Petőfi utca,,,,,733.0,10.0,741,11,20,2022,4
Pöltenberg Ernő utca,,,753.0,4.0,,,753,4,15,2022,4
Pozsonyi utca,,,,,662.0,42.0,662,42,13,2022,4
Reviczky utca,,,684.0,14.0,,,684,14,13,2022,4
Rózsa utca,,,,,711.0,88.0,711,88,17,2022,4
Sándor István utca,,,1045.0,3.0,,,1045,3,7,2022,4
Sárpatak utca,,,,,684.0,5.0,684,5,11,2022,4
Sporttelep utca,,,,,688.0,8.0,721,9,19,2022,4
Szabadkai utca,,,726.0,6.0,,,726,6,14,2022,4
Szabolcsi Bence tér,,,,,681.0,4.0,681,4,5,2022,4
Szekfű Gyula utca,,,634.0,8.0,,,634,8,35,2022,4
Székpatak utca,,,,,679.0,13.0,675,14,23,2022,4
Szent Imre utca,,,722.0,7.0,,,722,7,18,2022,4
Szent István tér,,,774.0,8.0,,,774,8,23,2022,4
Szent László tér,,,761.0,18.0,,,761,18,21,2022,4
Szigeti József utca,,,,,696.0,22.0,696,22,24,2022,4
Szíjgyártó utca,,,,,693.0,5.0,693,5,22,2022,4
Szilaspatak sor,,,986.0,4.0,,,986,4,9,2022,4
Tél utca,,,,,618.0,10.0,646,11,18,2022,4
Temesvári utca,,,684.0,8.0,,,684,8,11,2022,4
Templom utca,,,647.0,4.0,,,647,4,33,2022,4
Tinódi utca,,,655.0,10.0,,,655,10,38,2022,4
Tomori utca,,,634.0,5.0,,,634,5,45,2022,4
Tompa utca,,,847.0,4.0,,,847,4,5,2022,4
Tóth Aladár utca,,,,,689.0,7.0,689,7,16,2022,4
Ügető utca,,,,,771.0,4.0,767,5,16,2022,4
Ugró Gyula sor,,,660.0,12.0,,,660,12,17,2022,4
Vasvári Pál utca,,,664.0,6.0,,,664,6,20,2022,4
Vécsey Károly utca,,,657.0,3.0,,,657,3,6,2022,4
Venetianer utca,,,573.0,9.0,,,570,11,42,2022,4
Virág utca,,,,,719.0,41.0,719,41,19,2022,4
Vörösmarty utca,,,703.0,4.0,,,703,4,17,2022,4
Wolfner utca,,,1156.0,9.0,,,1156,9,23,2022,4
Závodszky Zoltán utca,,,,,715.0,18.0,715,18,29,2022,4
Zichy Mihály utca,,,,,721.0,13.0,703,15,21,2022,4
együtt,682.0,43.0,745.0,596.0,709.0,787.0,723,1426,24,2022,4
Akadémia utca,,,1229.0,10.0,,,1229,10,28,2022,5
Alkotmány utca,,,987.0,13.0,,,987,13,24,2022,5
Apáczai Csere János utca,,,1477.0,8.0,,,1477,8,25,2022,5
Arany János utca,,,1101.0,7.0,,,1101,7,24,2022,5
Aranykéz utca,,,1380.0,4.0,,,1380,4,22,2022,5
Aulich utca,,,1778.0,3.0,,,1778,3,55,2022,5
Bajcsy-Zsilinszky út,,,983.0,25.0,,,983,25,28,2022,5
Balassi Bálint utca,,,1186.0,11.0,,,1186,11,25,2022,5
Balaton utca,,,1250.0,9.0,,,1250,9,33,2022,5
Báthory utca,,,1251.0,16.0,,,1251,16,22,2022,5
Belgrád rakpart,,,1610.0,20.0,,,1610,20,45,2022,5
Bihari János utca,,,909.0,4.0,,,909,4,19,2022,5
Dorottya utca,,,1471.0,6.0,,,1471,6,42,2022,5
Falk Miksa utca,,,1210.0,22.0,,,1210,22,25,2022,5
Ferenciek tere,,,1071.0,5.0,,,1071,5,26,2022,5
Galamb utca,,,1340.0,3.0,,,1340,3,20,2022,5
Garibaldi utca,,,1361.0,8.0,,,1361,8,25,2022,5
Haris köz,,,1104.0,7.0,,,1104,7,24,2022,5
Havas utca,,,1213.0,5.0,,,1213,5,13,2022,5
Henszlmann Imre utca,,,975.0,4.0,,,975,4,21,2022,5
Hercegprímás utca,,,1682.0,17.0,,,1682,17,66,2022,5
Hold utca,,,1472.0,15.0,,,1472,15,47,2022,5
Honvéd utca,,,892.0,8.0,,,892,8,42,2022,5
Irányi utca,,,969.0,9.0,,,969,9,37,2022,5
József nádor tér,,,1737.0,5.0,,,1737,5,14,2022,5
Kálmán Imre utca,,,1134.0,9.0,,,1134,9,23,2022,5
Kálvin tér,,,1124.0,4.0,,,1124,4,23,2022,5
Károly körút,,,957.0,9.0,,,957,9,17,2022,5
Kecskeméti utca,,,1326.0,16.0,,,1326,16,41,2022,5
Kígyó utca,,,1186.0,3.0,,,1186,3,25,2022,5
Királyi Pál utca,,,1306.0,6.0,,,1306,6,28,2022,5
Kossuth Lajos utca,,,1076.0,14.0,,,1076,14,36,2022,5
Magyar utca,,,1007.0,9.0,,,1007,9,13,2022,5
Molnár utca,,,1069.0,13.0,,,1069,13,54,2022,5
Múzeum körút,,,1112.0,17.0,,,1112,17,27,2022,5
Nádor utca,,,1226.0,18.0,,,1226,18,30,2022,5
Nagy Ignác utca,,,1030.0,4.0,,,1030,4,5,2022,5
Nyáry Pál utca,,,1182.0,8.0,,,1182,8,27,2022,5
Nyugati tér,,,906.0,3.0,,,906,3,19,2022,5
Október 6. utca,,,1315.0,18.0,,,1315,18,26,2022,5
Papnövelde utca,,,976.0,3.0,,,976,3,34,2022,5
Párizsi utca,,,1335.0,5.0,,,1335,5,24,2022,5
Petőfi Sándor utca,,,1147.0,12.0,,,1147,12,15,2022,5
Reáltanoda utca,,,1066.0,9.0,,,1066,9,33,2022,5
Régi posta utca,,,1507.0,11.0,,,1507,11,25,2022,5
Sas utca,,,1230.0,13.0,,,1230,13,34,2022,5
Semmelweis utca,,,1185.0,8.0,,,1185,8,14,2022,5
Só utca,,,1466.0,3.0,,,1466,3,13,2022,5
Steindl Imre utca,,,1153.0,7.0,,,1153,7,32,2022,5
Stollár Béla utca,,,1147.0,8.0,,,1147,8,17,2022,5
Szalay utca,,,1272.0,3.0,,,1272,3,13,2022,5
Szarka utca,,,1368.0,5.0,,,1368,5,13,2022,5
Széchenyi utca,,,1349.0,6.0,,,1349,6,36,2022,5
Szemere utca,,,1128.0,7.0,,,1128,7,16,2022,5
Szent István körút,,,1178.0,25.0,,,1178,25,34,2022,5
Szerb utca,,,1212.0,5.0,,,1212,5,5,2022,5
Váci utca,,,1183.0,23.0,,,1183,23,36,2022,5
Vadász utca,,,1010.0,9.0,,,1010,9,22,2022,5
Vámház körút,,,863.0,4.0,,,863,4,25,2022,5
Városház utca,,,1070.0,10.0,,,1070,10,17,2022,5
Vécsey utca,,,2259.0,4.0,,,2259,4,33,2022,5
Veres Pálné utca,,,1192.0,27.0,,,1192,27,28,2022,5
Vitkovics Mihály utca,,,1282.0,3.0,,,1282,3,8,2022,5
Zoltán utca,,,1265.0,9.0,,,1265,9,28,2022,5
Zrínyi utca,,,1270.0,3.0,,,1270,3,19,2022,5
együtt,,,1228.0,654.0,,,1228,654,37,2022,5
Andrássy út,,,1375.0,38.0,,,1375,38,27,2022,6
Anker köz,,,1178.0,4.0,,,1178,4,30,2022,6
Aradi utca,,,884.0,27.0,,,884,27,22,2022,6
Bajcsy-Zsilinszky út,,,1112.0,27.0,,,1112,27,19,2022,6
Bajnok utca,,,854.0,29.0,,,854,29,19,2022,6
Bajza utca,,,873.0,25.0,,,873,25,16,2022,6
Benczúr utca,,,1063.0,35.0,,,1063,35,21,2022,6
Csengery utca,,,821.0,37.0,,,821,37,30,2022,6
Dalszínház utca,,,1238.0,3.0,,,1238,3,36,2022,6
Délibáb utca,,,1033.0,3.0,,,1033,3,32,2022,6
Dessewffy utca,,,934.0,28.0,,,934,28,23,2022,6
Eötvös utca,,,874.0,51.0,,,874,51,21,2022,6
Felsőerdősor utca,,,1060.0,19.0,,,1060,19,29,2022,6
Hajós utca,,,1109.0,13.0,,,1109,13,13,2022,6
Hegedű utca,,,988.0,6.0,,,988,6,24,2022,6
Hunyadi tér,,,905.0,6.0,,,905,6,12,2022,6
Izabella utca,,,851.0,55.0,,,851,55,23,2022,6
Jókai tér,,,919.0,11.0,,,919,11,16,2022,6
Jókai utca,,,973.0,12.0,,,973,12,21,2022,6
Káldy Gyula utca,,,1079.0,6.0,,,1079,6,30,2022,6
Király utca,,,967.0,76.0,,,967,76,32,2022,6
Kmety György utca,,,869.0,15.0,,,869,15,20,2022,6
Lázár utca,,,1026.0,14.0,,,1026,14,14,2022,6
Lehel utca,,,710.0,4.0,,,710,4,18,2022,6
Liszt Ferenc tér,,,1090.0,9.0,,,1090,9,16,2022,6
Lovag utca,,,1022.0,19.0,,,1022,19,17,2022,6
Mozsár utca,,,952.0,6.0,,,952,6,19,2022,6
Munkácsy Mihály utca,,,753.0,9.0,,,753,9,22,2022,6
Nagymező utca,,,1029.0,36.0,,,1029,36,28,2022,6
Ó utca,,,988.0,21.0,,,988,21,20,2022,6
Oktogon,,,983.0,5.0,,,983,5,11,2022,6
Paulay Ede utca,,,1127.0,44.0,,,1127,44,23,2022,6
Podmaniczky utca,,,847.0,49.0,,,847,49,24,2022,6
Révay köz,,,1090.0,4.0,,,1090,4,16,2022,6
Révay utca,,,996.0,5.0,,,996,5,29,2022,6
Rippl-Rónai utca,,,974.0,17.0,,,974,17,44,2022,6
Rózsa utca,,,892.0,51.0,,,892,51,26,2022,6
Székely Bertalan utca,,,832.0,30.0,,,832,30,16,2022,6
Székely Mihály utca,,,1154.0,9.0,,,1154,9,37,2022,6
Szinyei Merse utca,,,814.0,30.0,,,814,30,20,2022,6
Szív utca,,,876.0,56.0,,,876,56,21,2022,6
Szófia utca,,,815.0,11.0,,,815,11,23,2022,6
Szondi utca,,,916.0,68.0,,,916,68,25,2022,6
Teréz körút,,,903.0,64.0,,,903,64,20,2022,6
Vasvári Pál utca,,,915.0,14.0,,,915,14,19,2022,6
Vörösmarty utca,,,891.0,34.0,,,891,34,17,2022,6
Weiner Leó utca,,,1023.0,15.0,,,1023,15,17,2022,6
Zichy Jenő utca,,,903.0,28.0,,,903,28,23,2022,6
együtt,,,947.0,1189.0,,,947,1189,27,2022,6
Akácfa utca,,,917.0,73.0,,,917,73,22,2022,7
Almássy tér,,,772.0,16.0,,,772,16,18,2022,7
Almássy utca,,,814.0,5.0,,,814,5,18,2022,7
Alpár utca,,,776.0,5.0,,,776,5,22,2022,7
Alsó erdősor utca,,,910.0,24.0,,,910,24,20,2022,7
Asbóth utca,,,1133.0,6.0,,,1133,6,29,2022,7
Bajza utca,,,822.0,3.0,,,822,3,17,2022,7
Barát utca,,,891.0,3.0,,,891,3,30,2022,7
Barcsay utca,,,1004.0,10.0,,,1004,10,26,2022,7
Baross tér,,,645.0,11.0,,,645,11,20,2022,7
Bethlen Gábor tér,,,883.0,3.0,,,883,3,15,2022,7
Bethlen Gábor utca,,,799.0,24.0,,,799,24,23,2022,7
Csengery utca,,,824.0,22.0,,,824,22,24,2022,7
Cserhát utca,,,858.0,24.0,,,858,24,18,2022,7
Damjanich utca,,,800.0,82.0,,,800,82,19,2022,7
Dembinszky utca,,,841.0,67.0,,,841,67,22,2022,7
Dob utca,,,909.0,86.0,,,909,86,26,2022,7
Dohány utca,,,877.0,75.0,,,877,75,24,2022,7
Dózsa György út,,,829.0,30.0,,,829,30,22,2022,7
Erzsébet körút,,,950.0,52.0,,,950,52,22,2022,7
Garay tér,,,1042.0,26.0,,,1042,26,19,2022,7
Garay utca,,,821.0,31.0,,,821,31,26,2022,7
Hársfa utca,,,847.0,36.0,,,847,36,18,2022,7
Hernád utca,,,767.0,61.0,,,767,61,20,2022,7
Hevesi Sándor tér,,,858.0,7.0,,,858,7,28,2022,7
Holló utca,,,1099.0,15.0,,,1099,15,24,2022,7
Huszár utca,,,814.0,7.0,,,814,7,16,2022,7
Hutyra Ferenc utca,,,917.0,5.0,,,917,5,19,2022,7
István utca,,,779.0,45.0,,,779,45,25,2022,7
Izabella utca,,,817.0,29.0,,,817,29,21,2022,7
Jósika utca,,,884.0,23.0,,,884,23,23,2022,7
Károly körút,,,1094.0,28.0,,,1094,28,19,2022,7
Kazinczy utca,,,1067.0,26.0,,,1067,26,23,2022,7
Kertész utca,,,902.0,26.0,,,902,26,19,2022,7
Király utca,,,907.0,51.0,,,907,51,30,2022,7
Kis Diófa utca,,,1089.0,8.0,,,1089,8,22,2022,7
Klauzál tér,,,898.0,11.0,,,898,11,22,2022,7
Klauzál utca,,,973.0,29.0,,,973,29,18,2022,7
Lövölde tér,,,750.0,7.0,,,750,7,21,2022,7
Madách Imre út,,,1081.0,12.0,,,1081,12,40,2022,7
Marek József utca,,,803.0,51.0,,,803,51,23,2022,7
Munkás utca,,,867.0,10.0,,,867,10,19,2022,7
Murányi utca,,,811.0,55.0,,,811,55,22,2022,7
Nagy Diófa utca,,,918.0,13.0,,,918,13,20,2022,7
Nefelejcs utca,,,810.0,70.0,,,810,70,22,2022,7
Nyár utca,,,952.0,13.0,,,952,13,27,2022,7
Osvát utca,,,918.0,10.0,,,918,10,23,2022,7
Peterdy utca,,,849.0,32.0,,,849,32,22,2022,7
Péterfy Sándor utca,,,797.0,44.0,,,797,44,25,2022,7
Rákóczi út,,,784.0,69.0,,,784,69,25,2022,7
Rejtő Jenő utca,,,868.0,8.0,,,868,8,20,2022,7
Rottenbiller utca,,,818.0,63.0,,,818,63,40,2022,7
Rózsa utca,,,871.0,43.0,,,871,43,19,2022,7
Rumbach Sebestyén utca,,,930.0,16.0,,,930,16,23,2022,7
Sajó utca,,,983.0,7.0,,,983,7,18,2022,7
Síp utca,,,1073.0,13.0,,,1073,13,21,2022,7
Százház utca,,,964.0,9.0,,,964,9,14,2022,7
Szinva utca,,,624.0,11.0,,,624,11,17,2022,7
Szövetség utca,,,727.0,27.0,,,727,27,18,2022,7
Thököly út,,,711.0,34.0,,,711,34,26,2022,7
Városligeti fasor,,,931.0,6.0,,,931,6,28,2022,7
Verseny utca,,,673.0,18.0,,,673,18,19,2022,7
Vörösmarty utca,,,880.0,29.0,,,880,29,21,2022,7
Wesselényi utca,,,913.0,53.0,,,913,53,24,2022,7
együtt,,,862.0,1813.0,,,862,1813,26,2022,7
Alföldi utca,,,747.0,18.0,,,747,18,21,2022,8
Auróra utca,,,699.0,19.0,,,699,19,29,2022,8
Bacsó Béla utca,,,887.0,12.0,,,887,12,24,2022,8
Baross tér,,,852.0,8.0,,,852,8,23,2022,8
Baross utca,,,731.0,142.0,581.0,7.0,724,149,23,2022,8
Bauer Sándor utca,,,742.0,10.0,,,742,10,29,2022,8
Benyovszky Móric utca,,,654.0,4.0,,,692,5,22,2022,8
Bérkocsis utca,,,860.0,18.0,,,860,18,28,2022,8
Berzsenyi utca,,,740.0,3.0,,,740,3,17,2022,8
Bezerédj utca,,,825.0,11.0,,,825,11,25,2022,8
Bókay János utca,,,848.0,4.0,,,848,4,11,2022,8
Bródy Sándor utca,,,869.0,18.0,,,869,18,21,2022,8
Ciprus utca,,,1037.0,25.0,,,1037,25,19,2022,8
Corvin köz,,,903.0,14.0,,,903,14,22,2022,8
Corvin sétány,,,1395.0,40.0,,,1395,40,18,2022,8
Csepreghy utca,,,821.0,4.0,,,821,4,36,2022,8
Csobánc utca,,,799.0,3.0,,,799,3,22,2022,8
Csokonai utca,,,664.0,5.0,,,664,5,29,2022,8
Dankó utca,,,708.0,13.0,,,708,13,24,2022,8
Delej utca,,,717.0,37.0,,,717,37,18,2022,8
Déri Miksa utca,,,821.0,10.0,,,821,10,23,2022,8
Diószegi Sámuel utca,,,728.0,63.0,,,728,63,28,2022,8
Dobozi utca,,,678.0,29.0,,,678,29,23,2022,8
Dugonics utca,,,777.0,23.0,,,777,23,22,2022,8
Fecske utca,,,864.0,36.0,,,864,36,23,2022,8
Fiumei út,,,662.0,10.0,,,662,10,35,2022,8
Futó utca,,,1019.0,20.0,,,1019,20,18,2022,8
Füvészkert utca,,,883.0,8.0,,,883,8,23,2022,8
Gutenberg tér,,,989.0,4.0,,,989,4,17,2022,8
Gyulai Pál utca,,,889.0,17.0,,,889,17,21,2022,8
Harminckettesek tere,,,776.0,12.0,,,776,12,22,2022,8
Hock János utca,,,855.0,3.0,,,855,3,21,2022,8
Horánszky utca,,,834.0,9.0,,,834,9,15,2022,8
Horváth Mihály tér,,,767.0,6.0,,,767,6,22,2022,8
Hős utca,,,692.0,5.0,,,692,5,51,2022,8
Hungária körút,,,706.0,20.0,,,706,20,22,2022,8
II. János Pál pápa tér,,,747.0,21.0,,,747,21,23,2022,8
Illés utca,,,755.0,28.0,,,755,28,23,2022,8
Jázmin utca,,,905.0,7.0,,,905,7,18,2022,8
József körút,,,799.0,82.0,,,799,82,32,2022,8
József utca,,,701.0,29.0,,,701,29,25,2022,8
Kálvária tér,,,647.0,18.0,,,647,18,26,2022,8
Kálvária utca,,,782.0,18.0,,,782,18,24,2022,8
Karácsony Sándor utca,,,628.0,22.0,,,628,22,22,2022,8
Kerepesi út,,,679.0,14.0,,,679,14,22,2022,8
Kis Fuvaros utca,,,705.0,10.0,,,705,10,20,2022,8
Kis Stáció utca,,,1057.0,5.0,,,1057,5,31,2022,8
Kisfaludy utca,,,780.0,14.0,,,780,14,17,2022,8
Kiss József utca,,,731.0,18.0,,,731,18,16,2022,8
Kőfaragó utca,,,943.0,11.0,,,943,11,18,2022,8
Korányi Sándor utca,,,659.0,5.0,,,659,5,30,2022,8
Kőris utca,,,671.0,41.0,,,671,41,27,2022,8
Koszorú utca,,,724.0,11.0,,,724,11,27,2022,8
Krúdy Gyula utca,,,971.0,9.0,,,971,9,28,2022,8
Kun utca,,,767.0,21.0,,,767,21,23,2022,8
Leonardo da Vinci utca,,,1048.0,32.0,685.0,7.0,983,39,28,2022,8
Losonci tér,,,577.0,12.0,,,577,12,12,2022,8
Lósy Imre utca,,,653.0,3.0,,,653,3,5,2022,8
Lujza utca,,,677.0,44.0,,,677,44,28,2022,8
Magdolna utca,,,673.0,25.0,,,673,25,22,2022,8
